序号,系统,25/26,责任人,一级功能,二级功能,三级功能,四级功能,类型,修改说明,评估说明,FTR,RET,DET,复杂度,UFP,复用度,调整因子,应用系数,FP,FP*应用系数,FTR明细,RET明细,DET明细（除启动触发器）,备注,,备注,"说明：
一、对于EI、EO、EQ
1、FTR如有多个，用中文顿号隔开
2、DET每行对应一个FTR，有多少个FTR则有多少行DET。对于每一行DET，用竖线|分割输入DET和输出DET，用顿号隔开多个DET。不同FTR用回车分开。
逻辑文件1{输入1、输入2|输出1、输出2}
逻辑文件2{|输出3、输出4}
逻辑文件3{输入3|}
例如：用户角色查询
FTR明细：
用户信息、角色信息
DET明细：
用户信息{用户名|用户名、密码、姓名、电话号码}
角色信息{|角色名称、角色权限}
二、如使用估算法，在DET列填写“估算法”
三、后评估如缺少FTR或DET信息导致无法据实评估的，复杂度均为低，在DET列填写“估算”",评估方法：
=ROW()-1,,2025,张明峰,,,,插件模板表,ILF,,,"=IF(OR(X195=""估算法"",X195=""算法类"",X195=""无法识别""),"""",IF(V195="""",IF(OR(I195=""EI"",I195=""EO"",I195=""EQ""),0,""""),LEN(V195)-LEN(SUBSTITUTE(V195,""、"",""""))+1))","=IF(OR(X195=""估算法"",X195=""算法类"",X195=""无法识别""),"""",IF(W195="""",IF(OR(I195=""ILF"",I195=""EIF""),0,""""),LEN(W195)-LEN(SUBSTITUTE(W195,""、"",""""))+1))","=IF(OR(X195=""估算法"",X195=""算法类"",X195=""无法识别""),"""",IF(X195="""",IF(OR(I195=""ILF"",I195=""EIF"",I195=""EI"",I195=""EO"",I195=""EQ""),0,""""),LEN(X195)-LEN(SUBSTITUTE(SUBSTITUTE(SUBSTITUTE(SUBSTITUTE(SUBSTITUTE(X195,""|}"",""--""),""{|"",""--""),CHAR(10),""""),""、"",""""),""|"",""""))+IF(AND(OR(I195=""EI"",I195=""EO"",I195=""EQ""),$AD$1=""NESMA""),2,1)))","=IF(I195=""EI"",IF(OR(X195=""估算法"",X195=""算法类""),""中"",IF(X195=""无法识别"",""低"",IF(L195<2,IF(N195<16,""低"",""中""),IF(L195<3,IF(N195<5,""低"",IF(N195<16,""中"",""高"")),IF(N195<5,""中"",""高""))))),IF(OR(I195=""EO"",I195=""EQ""),IF(OR(X195=""估算法"",X195=""算法类""),""中"",IF(X195=""无法识别"",""低"",IF(L195<2,IF(N195<20,""低"",""中""),IF(L195<4,IF(N195<6,""低"",IF(N195<20,""中"",""高"")),IF(N195<6,""中"",""高""))))),IF(OR(I195=""ILF"",I195=""EIF""),IF(OR(X195=""估算法"",X195=""算法类"",X195=""无法识别""),""低"",IF(M195<2,IF(N195<51,""低"",""中""),IF(M195<6,IF(N195<20,""低"",IF(N195<51,""中"",""高"")),IF(N195<20,""中"",""高"")))),""不计算"")))","=IFERROR(IF(I195=""EI"",IF(O195=""低"",3,IF(O195=""中"",4,6)),IF(I195=""EO"",IF(O195=""低"",4,IF(O195=""中"",5,7)),IF(I195=""EQ"",IF(O195=""低"",3,IF(O195=""中"",4,6)),IF(I195=""ILF"",IF(O195=""低"",7,IF(O195=""中"",10,15)),IF(I195=""EIF"",IF(O195=""低"",5,IF(O195=""中"",7,10)),""不计算"")))))*Q195,""不计算"")",1,=调整因子!$F$13,1,"=IFERROR(P195*R195,0)",=T195*S195,,插件模板表,插件模板表{模板ID、模板名称、模板内容、创建时间、状态},"=IF(COUNTIFS(V:V,""*""&H195&""*"")>0,""存在"",""不存在"")","=IF(COUNTIFS(AA:AA,""*""&H195&""*"")>0,""存在"",""不存在"")",处置单配置表、验证任务表、验证记录表、报告模板表,,
=ROW()-1,,2025,张明峰,,,,插件规范表,ILF,,,"=IF(OR(X196=""估算法"",X196=""算法类"",X196=""无法识别""),"""",IF(V196="""",IF(OR(I196=""EI"",I196=""EO"",I196=""EQ""),0,""""),LEN(V196)-LEN(SUBSTITUTE(V196,""、"",""""))+1))","=IF(OR(X196=""估算法"",X196=""算法类"",X196=""无法识别""),"""",IF(W196="""",IF(OR(I196=""ILF"",I196=""EIF""),0,""""),LEN(W196)-LEN(SUBSTITUTE(W196,""、"",""""))+1))","=IF(OR(X196=""估算法"",X196=""算法类"",X196=""无法识别""),"""",IF(X196="""",IF(OR(I196=""ILF"",I196=""EIF"",I196=""EI"",I196=""EO"",I196=""EQ""),0,""""),LEN(X196)-LEN(SUBSTITUTE(SUBSTITUTE(SUBSTITUTE(SUBSTITUTE(SUBSTITUTE(X196,""|}"",""--""),""{|"",""--""),CHAR(10),""""),""、"",""""),""|"",""""))+IF(AND(OR(I196=""EI"",I196=""EO"",I196=""EQ""),$AD$1=""NESMA""),2,1)))","=IF(I196=""EI"",IF(OR(X196=""估算法"",X196=""算法类""),""中"",IF(X196=""无法识别"",""低"",IF(L196<2,IF(N196<16,""低"",""中""),IF(L196<3,IF(N196<5,""低"",IF(N196<16,""中"",""高"")),IF(N196<5,""中"",""高""))))),IF(OR(I196=""EO"",I196=""EQ""),IF(OR(X196=""估算法"",X196=""算法类""),""中"",IF(X196=""无法识别"",""低"",IF(L196<2,IF(N196<20,""低"",""中""),IF(L196<4,IF(N196<6,""低"",IF(N196<20,""中"",""高"")),IF(N196<6,""中"",""高""))))),IF(OR(I196=""ILF"",I196=""EIF""),IF(OR(X196=""估算法"",X196=""算法类"",X196=""无法识别""),""低"",IF(M196<2,IF(N196<51,""低"",""中""),IF(M196<6,IF(N196<20,""低"",IF(N196<51,""中"",""高"")),IF(N196<20,""中"",""高"")))),""不计算"")))","=IFERROR(IF(I196=""EI"",IF(O196=""低"",3,IF(O196=""中"",4,6)),IF(I196=""EO"",IF(O196=""低"",4,IF(O196=""中"",5,7)),IF(I196=""EQ"",IF(O196=""低"",3,IF(O196=""中"",4,6)),IF(I196=""ILF"",IF(O196=""低"",7,IF(O196=""中"",10,15)),IF(I196=""EIF"",IF(O196=""低"",5,IF(O196=""中"",7,10)),""不计算"")))))*Q196,""不计算"")",1,=调整因子!$F$13,1,"=IFERROR(P196*R196,0)",=T196*S196,,插件规范表,插件规范表{规范ID、规范名称、规范版本、规范内容、创建时间},"=IF(COUNTIFS(V:V,""*""&H196&""*"")>0,""存在"",""不存在"")","=IF(COUNTIFS(AA:AA,""*""&H196&""*"")>0,""存在"",""不存在"")",分布分析表、接口参数表、报告导入记录表、扫描能力缺口表、处置单关联表,,
,,2025,张明峰,,,,插件参数表,ILF,新增,,,,,,,,,,,,,插件参数表,插件参数表{参数编号、插件编号、参数名称、参数类型、默认值、是否必填、参数说明、排序号、创建时间、更新时间},,,,,
=ROW()-1,,2025,张明峰,,,,插件审计表,,删除,非ILF,"=IF(OR(X198=""估算法"",X198=""算法类"",X198=""无法识别""),"""",IF(V198="""",IF(OR(I198=""EI"",I198=""EO"",I198=""EQ""),0,""""),LEN(V198)-LEN(SUBSTITUTE(V198,""、"",""""))+1))","=IF(OR(X198=""估算法"",X198=""算法类"",X198=""无法识别""),"""",IF(W198="""",IF(OR(I198=""ILF"",I198=""EIF""),0,""""),LEN(W198)-LEN(SUBSTITUTE(W198,""、"",""""))+1))","=IF(OR(X198=""估算法"",X198=""算法类"",X198=""无法识别""),"""",IF(X198="""",IF(OR(I198=""ILF"",I198=""EIF"",I198=""EI"",I198=""EO"",I198=""EQ""),0,""""),LEN(X198)-LEN(SUBSTITUTE(SUBSTITUTE(SUBSTITUTE(SUBSTITUTE(SUBSTITUTE(X198,""|}"",""--""),""{|"",""--""),CHAR(10),""""),""、"",""""),""|"",""""))+IF(AND(OR(I198=""EI"",I198=""EO"",I198=""EQ""),$AD$1=""NESMA""),2,1)))","=IF(I198=""EI"",IF(OR(X198=""估算法"",X198=""算法类""),""中"",IF(X198=""无法识别"",""低"",IF(L198<2,IF(N198<16,""低"",""中""),IF(L198<3,IF(N198<5,""低"",IF(N198<16,""中"",""高"")),IF(N198<5,""中"",""高""))))),IF(OR(I198=""EO"",I198=""EQ""),IF(OR(X198=""估算法"",X198=""算法类""),""中"",IF(X198=""无法识别"",""低"",IF(L198<2,IF(N198<20,""低"",""中""),IF(L198<4,IF(N198<6,""低"",IF(N198<20,""中"",""高"")),IF(N198<6,""中"",""高""))))),IF(OR(I198=""ILF"",I198=""EIF""),IF(OR(X198=""估算法"",X198=""算法类"",X198=""无法识别""),""低"",IF(M198<2,IF(N198<51,""低"",""中""),IF(M198<6,IF(N198<20,""低"",IF(N198<51,""中"",""高"")),IF(N198<20,""中"",""高"")))),""不计算"")))","=IFERROR(IF(I198=""EI"",IF(O198=""低"",3,IF(O198=""中"",4,6)),IF(I198=""EO"",IF(O198=""低"",4,IF(O198=""中"",5,7)),IF(I198=""EQ"",IF(O198=""低"",3,IF(O198=""中"",4,6)),IF(I198=""ILF"",IF(O198=""低"",7,IF(O198=""中"",10,15)),IF(I198=""EIF"",IF(O198=""低"",5,IF(O198=""中"",7,10)),""不计算"")))))*Q198,""不计算"")",1,=调整因子!$F$13,1,"=IFERROR(P198*R198,0)",=T198*S198,,插件审计表,插件审计表{审计ID、插件ID、审计内容、审计时间},"=IF(COUNTIFS(V:V,""*""&H198&""*"")>0,""存在"",""不存在"")","=IF(COUNTIFS(AA:AA,""*""&H198&""*"")>0,""存在"",""不存在"")",漏洞统计数据表、通报配置表、任务优先级配置表、验证任务表,,
=ROW()-1,,2025,张明峰,,,,新增原理检测插件,EI,修改名称：「新增保存原理检测插件」,,"=IF(OR(X200=""估算法"",X200=""算法类"",X200=""无法识别""),"""",IF(V200="""",IF(OR(I200=""EI"",I200=""EO"",I200=""EQ""),0,""""),LEN(V200)-LEN(SUBSTITUTE(V200,""、"",""""))+1))","=IF(OR(X200=""估算法"",X200=""算法类"",X200=""无法识别""),"""",IF(W200="""",IF(OR(I200=""ILF"",I200=""EIF""),0,""""),LEN(W200)-LEN(SUBSTITUTE(W200,""、"",""""))+1))","=IF(OR(X200=""估算法"",X200=""算法类"",X200=""无法识别""),"""",IF(X200="""",IF(OR(I200=""ILF"",I200=""EIF"",I200=""EI"",I200=""EO"",I200=""EQ""),0,""""),LEN(X200)-LEN(SUBSTITUTE(SUBSTITUTE(SUBSTITUTE(SUBSTITUTE(SUBSTITUTE(X200,""|}"",""--""),""{|"",""--""),CHAR(10),""""),""、"",""""),""|"",""""))+IF(AND(OR(I200=""EI"",I200=""EO"",I200=""EQ""),$AD$1=""NESMA""),2,1)))","=IF(I200=""EI"",IF(OR(X200=""估算法"",X200=""算法类""),""中"",IF(X200=""无法识别"",""低"",IF(L200<2,IF(N200<16,""低"",""中""),IF(L200<3,IF(N200<5,""低"",IF(N200<16,""中"",""高"")),IF(N200<5,""中"",""高""))))),IF(OR(I200=""EO"",I200=""EQ""),IF(OR(X200=""估算法"",X200=""算法类""),""中"",IF(X200=""无法识别"",""低"",IF(L200<2,IF(N200<20,""低"",""中""),IF(L200<4,IF(N200<6,""低"",IF(N200<20,""中"",""高"")),IF(N200<6,""中"",""高""))))),IF(OR(I200=""ILF"",I200=""EIF""),IF(OR(X200=""估算法"",X200=""算法类"",X200=""无法识别""),""低"",IF(M200<2,IF(N200<51,""低"",""中""),IF(M200<6,IF(N200<20,""低"",IF(N200<51,""中"",""高"")),IF(N200<20,""中"",""高"")))),""不计算"")))","=IFERROR(IF(I200=""EI"",IF(O200=""低"",3,IF(O200=""中"",4,6)),IF(I200=""EO"",IF(O200=""低"",4,IF(O200=""中"",5,7)),IF(I200=""EQ"",IF(O200=""低"",3,IF(O200=""中"",4,6)),IF(I200=""ILF"",IF(O200=""低"",7,IF(O200=""中"",10,15)),IF(I200=""EIF"",IF(O200=""低"",5,IF(O200=""中"",7,10)),""不计算"")))))*Q200,""不计算"")",1,=调整因子!$F$13,1,"=IFERROR(P200*R200,0)",=T200*S200,插件基本信息表、插件语言类型表、插件自定义变量表、插件版本管理表、影响组件表、漏洞类型表、插件分类表,,插件基本信息表{插件ID、插件名称、编码、状态、描述、版本、创建时间|响应码、响应头、响应内容、消息}、插件语言类型表{语言类型ID、语言名称、编码、描述}、插件自定义变量表{变量ID、变量名称、值、插件ID}、插件版本管理表{版本ID、插件ID、版本号、发布说明、发布时间}、漏洞类型表{类型ID、类型名称、描述、类型编码}、影响组件表{组件ID、漏洞ID、组件名称、组件厂商、组件版本、版本}、插件分类表{分类编号、分类名称、父分类编号|分类编号、分类名称、父分类编号、排序号、说明},,,推送任务表、数据清洗任务表、脱敏规则表、通报模板表,,
=ROW()-1,,2025,张明峰,,,,修改原理检测插件,EI,修改名称：「修改保存原理检测插件」,,"=IF(OR(X201=""估算法"",X201=""算法类"",X201=""无法识别""),"""",IF(V201="""",IF(OR(I201=""EI"",I201=""EO"",I201=""EQ""),0,""""),LEN(V201)-LEN(SUBSTITUTE(V201,""、"",""""))+1))","=IF(OR(X201=""估算法"",X201=""算法类"",X201=""无法识别""),"""",IF(W201="""",IF(OR(I201=""ILF"",I201=""EIF""),0,""""),LEN(W201)-LEN(SUBSTITUTE(W201,""、"",""""))+1))","=IF(OR(X201=""估算法"",X201=""算法类"",X201=""无法识别""),"""",IF(X201="""",IF(OR(I201=""ILF"",I201=""EIF"",I201=""EI"",I201=""EO"",I201=""EQ""),0,""""),LEN(X201)-LEN(SUBSTITUTE(SUBSTITUTE(SUBSTITUTE(SUBSTITUTE(SUBSTITUTE(X201,""|}"",""--""),""{|"",""--""),CHAR(10),""""),""、"",""""),""|"",""""))+IF(AND(OR(I201=""EI"",I201=""EO"",I201=""EQ""),$AD$1=""NESMA""),2,1)))","=IF(I201=""EI"",IF(OR(X201=""估算法"",X201=""算法类""),""中"",IF(X201=""无法识别"",""低"",IF(L201<2,IF(N201<16,""低"",""中""),IF(L201<3,IF(N201<5,""低"",IF(N201<16,""中"",""高"")),IF(N201<5,""中"",""高""))))),IF(OR(I201=""EO"",I201=""EQ""),IF(OR(X201=""估算法"",X201=""算法类""),""中"",IF(X201=""无法识别"",""低"",IF(L201<2,IF(N201<20,""低"",""中""),IF(L201<4,IF(N201<6,""低"",IF(N201<20,""中"",""高"")),IF(N201<6,""中"",""高""))))),IF(OR(I201=""ILF"",I201=""EIF""),IF(OR(X201=""估算法"",X201=""算法类"",X201=""无法识别""),""低"",IF(M201<2,IF(N201<51,""低"",""中""),IF(M201<6,IF(N201<20,""低"",IF(N201<51,""中"",""高"")),IF(N201<20,""中"",""高"")))),""不计算"")))","=IFERROR(IF(I201=""EI"",IF(O201=""低"",3,IF(O201=""中"",4,6)),IF(I201=""EO"",IF(O201=""低"",4,IF(O201=""中"",5,7)),IF(I201=""EQ"",IF(O201=""低"",3,IF(O201=""中"",4,6)),IF(I201=""ILF"",IF(O201=""低"",7,IF(O201=""中"",10,15)),IF(I201=""EIF"",IF(O201=""低"",5,IF(O201=""中"",7,10)),""不计算"")))))*Q201,""不计算"")",0.333333333333333,=调整因子!$F$13,1,"=IFERROR(P201*R201,0)",=T201*S201,插件自定义变量表、插件基本信息表、插件语言类型表、插件版本管理表、插件分类表,,插件基本信息表{插件ID、插件名称、编码、状态、描述、版本、创建时间|响应码、响应头、响应内容、消息}、插件语言类型表{语言类型ID、语言名称、编码、描述}、插件自定义变量表{变量ID、变量名称、值、插件ID}、插件版本管理表{版本ID、插件ID、版本号、发布说明、发布时间}、插件分类表{分类编号|分类编号、分类名称、父分类编号、排序号、说明},,,推送日志表、加密策略表、资产扫描覆盖表,,
=ROW()-1,,2025,张明峰,,,,删除原理检测插件,EI,,,"=IF(OR(X202=""估算法"",X202=""算法类"",X202=""无法识别""),"""",IF(V202="""",IF(OR(I202=""EI"",I202=""EO"",I202=""EQ""),0,""""),LEN(V202)-LEN(SUBSTITUTE(V202,""、"",""""))+1))","=IF(OR(X202=""估算法"",X202=""算法类"",X202=""无法识别""),"""",IF(W202="""",IF(OR(I202=""ILF"",I202=""EIF""),0,""""),LEN(W202)-LEN(SUBSTITUTE(W202,""、"",""""))+1))","=IF(OR(X202=""估算法"",X202=""算法类"",X202=""无法识别""),"""",IF(X202="""",IF(OR(I202=""ILF"",I202=""EIF"",I202=""EI"",I202=""EO"",I202=""EQ""),0,""""),LEN(X202)-LEN(SUBSTITUTE(SUBSTITUTE(SUBSTITUTE(SUBSTITUTE(SUBSTITUTE(X202,""|}"",""--""),""{|"",""--""),CHAR(10),""""),""、"",""""),""|"",""""))+IF(AND(OR(I202=""EI"",I202=""EO"",I202=""EQ""),$AD$1=""NESMA""),2,1)))","=IF(I202=""EI"",IF(OR(X202=""估算法"",X202=""算法类""),""中"",IF(X202=""无法识别"",""低"",IF(L202<2,IF(N202<16,""低"",""中""),IF(L202<3,IF(N202<5,""低"",IF(N202<16,""中"",""高"")),IF(N202<5,""中"",""高""))))),IF(OR(I202=""EO"",I202=""EQ""),IF(OR(X202=""估算法"",X202=""算法类""),""中"",IF(X202=""无法识别"",""低"",IF(L202<2,IF(N202<20,""低"",""中""),IF(L202<4,IF(N202<6,""低"",IF(N202<20,""中"",""高"")),IF(N202<6,""中"",""高""))))),IF(OR(I202=""ILF"",I202=""EIF""),IF(OR(X202=""估算法"",X202=""算法类"",X202=""无法识别""),""低"",IF(M202<2,IF(N202<51,""低"",""中""),IF(M202<6,IF(N202<20,""低"",IF(N202<51,""中"",""高"")),IF(N202<20,""中"",""高"")))),""不计算"")))","=IFERROR(IF(I202=""EI"",IF(O202=""低"",3,IF(O202=""中"",4,6)),IF(I202=""EO"",IF(O202=""低"",4,IF(O202=""中"",5,7)),IF(I202=""EQ"",IF(O202=""低"",3,IF(O202=""中"",4,6)),IF(I202=""ILF"",IF(O202=""低"",7,IF(O202=""中"",10,15)),IF(I202=""EIF"",IF(O202=""低"",5,IF(O202=""中"",7,10)),""不计算"")))))*Q202,""不计算"")",0.333333333333333,=调整因子!$F$13,1,"=IFERROR(P202*R202,0)",=T202*S202,插件基本信息表、插件语言类型表、插件版本管理表,,插件基本信息表{插件ID、插件名称、编码、状态、描述、版本、创建时间|响应码、响应头、响应内容、消息}、插件语言类型表{语言类型ID、语言名称、编码、描述}、插件版本管理表{版本ID、插件ID、版本号、发布说明、发布时间},,,加密规则表、漏洞处置单表、同步任务调度表、分类层级关系表、通报对象表,,
=ROW()-1,,2025,张明峰,,,,导入原理检测插件,EI,,,"=IF(OR(X203=""估算法"",X203=""算法类"",X203=""无法识别""),"""",IF(V203="""",IF(OR(I203=""EI"",I203=""EO"",I203=""EQ""),0,""""),LEN(V203)-LEN(SUBSTITUTE(V203,""、"",""""))+1))","=IF(OR(X203=""估算法"",X203=""算法类"",X203=""无法识别""),"""",IF(W203="""",IF(OR(I203=""ILF"",I203=""EIF""),0,""""),LEN(W203)-LEN(SUBSTITUTE(W203,""、"",""""))+1))","=IF(OR(X203=""估算法"",X203=""算法类"",X203=""无法识别""),"""",IF(X203="""",IF(OR(I203=""ILF"",I203=""EIF"",I203=""EI"",I203=""EO"",I203=""EQ""),0,""""),LEN(X203)-LEN(SUBSTITUTE(SUBSTITUTE(SUBSTITUTE(SUBSTITUTE(SUBSTITUTE(X203,""|}"",""--""),""{|"",""--""),CHAR(10),""""),""、"",""""),""|"",""""))+IF(AND(OR(I203=""EI"",I203=""EO"",I203=""EQ""),$AD$1=""NESMA""),2,1)))","=IF(I203=""EI"",IF(OR(X203=""估算法"",X203=""算法类""),""中"",IF(X203=""无法识别"",""低"",IF(L203<2,IF(N203<16,""低"",""中""),IF(L203<3,IF(N203<5,""低"",IF(N203<16,""中"",""高"")),IF(N203<5,""中"",""高""))))),IF(OR(I203=""EO"",I203=""EQ""),IF(OR(X203=""估算法"",X203=""算法类""),""中"",IF(X203=""无法识别"",""低"",IF(L203<2,IF(N203<20,""低"",""中""),IF(L203<4,IF(N203<6,""低"",IF(N203<20,""中"",""高"")),IF(N203<6,""中"",""高""))))),IF(OR(I203=""ILF"",I203=""EIF""),IF(OR(X203=""估算法"",X203=""算法类"",X203=""无法识别""),""低"",IF(M203<2,IF(N203<51,""低"",""中""),IF(M203<6,IF(N203<20,""低"",IF(N203<51,""中"",""高"")),IF(N203<20,""中"",""高"")))),""不计算"")))","=IFERROR(IF(I203=""EI"",IF(O203=""低"",3,IF(O203=""中"",4,6)),IF(I203=""EO"",IF(O203=""低"",4,IF(O203=""中"",5,7)),IF(I203=""EQ"",IF(O203=""低"",3,IF(O203=""中"",4,6)),IF(I203=""ILF"",IF(O203=""低"",7,IF(O203=""中"",10,15)),IF(I203=""EIF"",IF(O203=""低"",5,IF(O203=""中"",7,10)),""不计算"")))))*Q203,""不计算"")",1,=调整因子!$F$13,1,"=IFERROR(P203*R203,0)",=T203*S203,插件基本信息表、插件语言类型表、插件自定义变量表,,插件基本信息表{插件ID、插件名称、编码、状态、描述、版本、创建时间|响应码、响应头、响应内容、消息}、插件语言类型表{语言类型ID、语言名称、编码、描述}、插件自定义变量表{变量ID、变量名称、值、插件ID},,,复测任务表、推送结果表、报表模板表,,
=ROW()-1,,2025,张明峰,,,,导出原理检测插件,EO,,,"=IF(OR(X204=""估算法"",X204=""算法类"",X204=""无法识别""),"""",IF(V204="""",IF(OR(I204=""EI"",I204=""EO"",I204=""EQ""),0,""""),LEN(V204)-LEN(SUBSTITUTE(V204,""、"",""""))+1))","=IF(OR(X204=""估算法"",X204=""算法类"",X204=""无法识别""),"""",IF(W204="""",IF(OR(I204=""ILF"",I204=""EIF""),0,""""),LEN(W204)-LEN(SUBSTITUTE(W204,""、"",""""))+1))","=IF(OR(X204=""估算法"",X204=""算法类"",X204=""无法识别""),"""",IF(X204="""",IF(OR(I204=""ILF"",I204=""EIF"",I204=""EI"",I204=""EO"",I204=""EQ""),0,""""),LEN(X204)-LEN(SUBSTITUTE(SUBSTITUTE(SUBSTITUTE(SUBSTITUTE(SUBSTITUTE(X204,""|}"",""--""),""{|"",""--""),CHAR(10),""""),""、"",""""),""|"",""""))+IF(AND(OR(I204=""EI"",I204=""EO"",I204=""EQ""),$AD$1=""NESMA""),2,1)))","=IF(I204=""EI"",IF(OR(X204=""估算法"",X204=""算法类""),""中"",IF(X204=""无法识别"",""低"",IF(L204<2,IF(N204<16,""低"",""中""),IF(L204<3,IF(N204<5,""低"",IF(N204<16,""中"",""高"")),IF(N204<5,""中"",""高""))))),IF(OR(I204=""EO"",I204=""EQ""),IF(OR(X204=""估算法"",X204=""算法类""),""中"",IF(X204=""无法识别"",""低"",IF(L204<2,IF(N204<20,""低"",""中""),IF(L204<4,IF(N204<6,""低"",IF(N204<20,""中"",""高"")),IF(N204<6,""中"",""高""))))),IF(OR(I204=""ILF"",I204=""EIF""),IF(OR(X204=""估算法"",X204=""算法类"",X204=""无法识别""),""低"",IF(M204<2,IF(N204<51,""低"",""中""),IF(M204<6,IF(N204<20,""低"",IF(N204<51,""中"",""高"")),IF(N204<20,""中"",""高"")))),""不计算"")))","=IFERROR(IF(I204=""EI"",IF(O204=""低"",3,IF(O204=""中"",4,6)),IF(I204=""EO"",IF(O204=""低"",4,IF(O204=""中"",5,7)),IF(I204=""EQ"",IF(O204=""低"",3,IF(O204=""中"",4,6)),IF(I204=""ILF"",IF(O204=""低"",7,IF(O204=""中"",10,15)),IF(I204=""EIF"",IF(O204=""低"",5,IF(O204=""中"",7,10)),""不计算"")))))*Q204,""不计算"")",1,=调整因子!$F$13,1,"=IFERROR(P204*R204,0)",=T204*S204,插件基本信息表,,插件基本信息表{插件ID、插件名称、编码、状态、描述、版本、创建时间|文件},,,资产同步任务表、资产扫描覆盖表、资产查询接口配置表、扫描能力缺口表、任务日志表,,
=ROW()-1,,2025,张明峰,,,,查询原理检测插件记录,EQ,修改名称：「查询原理检测插件类型」,,"=IF(OR(X205=""估算法"",X205=""算法类"",X205=""无法识别""),"""",IF(V205="""",IF(OR(I205=""EI"",I205=""EO"",I205=""EQ""),0,""""),LEN(V205)-LEN(SUBSTITUTE(V205,""、"",""""))+1))","=IF(OR(X205=""估算法"",X205=""算法类"",X205=""无法识别""),"""",IF(W205="""",IF(OR(I205=""ILF"",I205=""EIF""),0,""""),LEN(W205)-LEN(SUBSTITUTE(W205,""、"",""""))+1))","=IF(OR(X205=""估算法"",X205=""算法类"",X205=""无法识别""),"""",IF(X205="""",IF(OR(I205=""ILF"",I205=""EIF"",I205=""EI"",I205=""EO"",I205=""EQ""),0,""""),LEN(X205)-LEN(SUBSTITUTE(SUBSTITUTE(SUBSTITUTE(SUBSTITUTE(SUBSTITUTE(X205,""|}"",""--""),""{|"",""--""),CHAR(10),""""),""、"",""""),""|"",""""))+IF(AND(OR(I205=""EI"",I205=""EO"",I205=""EQ""),$AD$1=""NESMA""),2,1)))","=IF(I205=""EI"",IF(OR(X205=""估算法"",X205=""算法类""),""中"",IF(X205=""无法识别"",""低"",IF(L205<2,IF(N205<16,""低"",""中""),IF(L205<3,IF(N205<5,""低"",IF(N205<16,""中"",""高"")),IF(N205<5,""中"",""高""))))),IF(OR(I205=""EO"",I205=""EQ""),IF(OR(X205=""估算法"",X205=""算法类""),""中"",IF(X205=""无法识别"",""低"",IF(L205<2,IF(N205<20,""低"",""中""),IF(L205<4,IF(N205<6,""低"",IF(N205<20,""中"",""高"")),IF(N205<6,""中"",""高""))))),IF(OR(I205=""ILF"",I205=""EIF""),IF(OR(X205=""估算法"",X205=""算法类"",X205=""无法识别""),""低"",IF(M205<2,IF(N205<51,""低"",""中""),IF(M205<6,IF(N205<20,""低"",IF(N205<51,""中"",""高"")),IF(N205<20,""中"",""高"")))),""不计算"")))","=IFERROR(IF(I205=""EI"",IF(O205=""低"",3,IF(O205=""中"",4,6)),IF(I205=""EO"",IF(O205=""低"",4,IF(O205=""中"",5,7)),IF(I205=""EQ"",IF(O205=""低"",3,IF(O205=""中"",4,6)),IF(I205=""ILF"",IF(O205=""低"",7,IF(O205=""中"",10,15)),IF(I205=""EIF"",IF(O205=""低"",5,IF(O205=""中"",7,10)),""不计算"")))))*Q205,""不计算"")",1,=调整因子!$F$13,1,"=IFERROR(P205*R205,0)",=T205*S205,插件分类表,,插件分类表{分类ID、分类名称、编码、描述},,,资产同步任务表、资产扫描覆盖表、资产查询接口配置表、故障诊断结果表、报告导入记录表,,
